,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,mssv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG,Ten_Tinh,KHU_VUC,nam_thi
4388,4388,4388,4388,7BA2F48FXPvAibaEXe/twT+sf632fW8aXJozavJO,0,21.5,50,14.0,THPT Thành phố Sa Đéc,Đồng Tháp,Khu vực 2,2019.0
4389,4389,4389,4389,406CA736XPvAibaEXe/EbCJQv4uheJSkPxWpbZwW,0,23.7,50,24.0,THPT Cao Lãnh 1,Đồng Tháp,Khu vực 2 NT,2019.0
4390,4390,4390,4390,330098C0XPvAibaEXe+55g1kTuqhAyBLLJlsYul3,0,24.75,50,29.0,THPT Tháp Mười,Đồng Tháp,Khu vực 2 NT,2019.0
4391,4391,4391,4391,FB358712XPvAibaEXe95BgJyC1XgNfFkJl1jmWcR,0,21.65,50,30.0,THPT Trường Xuân,Đồng Tháp,Khu vực 2 NT,2019.0
4392,4392,4392,4392,41B333BBXPvAibaEXe+pyJpvsB6nZAmSns2d5fv8,0,20.1,50,9.0,THPT Lấp Vò 1,Đồng Tháp,Khu vực 2 NT,2019.0
4393,4393,4393,4393,918BCF59XPvAibaEXe+SbxsvF9MWxCWbotWDoaaJ,0,25.85,50,44.0,THPT Long Khánh A,Đồng Tháp,Khu vực 2 NT,2019.0
4394,4394,4394,4394,04AEE489XPvAibaEXe9u8ftW5AKWETBFyE+T26n4,0,21.55,50,17.0,THPT thành phố Cao Lãnh,Đồng Tháp,Khu vực 2,2019.0
4395,4395,4395,4395,096E14B9XPvAibaEXe+b/3AZFelvL+xMOTwroTmR,0,24.35,50,16.0,THPT chuyên Nguyễn Đình Chiểu,Đồng Tháp,Khu vực 2,2019.0
4396,4396,4396,4396,8207B626XPvAibaEXe/57ZZLpsI5pf+0jA4NZ9Ay,0,24.75,50,44.0,THPT Long Khánh A,Đồng Tháp,Khu vực 2 NT,2019.0
4397,4397,4397,4397,0D5828BAXPvAibaEXe9P07hcrvmhCf8ZveiQ5xwl,0,28.5,39,12.0,THPT Phan Đình Phùng,Phú Yên,Khu vực 2,2013.0
4398,4398,4398,4398,62654F5DXPvAibaEXe9jjgNhrmbJFPIZXXeZlnxy,0,24.0,39,4.0,Phổ thông Duy Tân,Phú Yên,Khu vực 2,2013.0
4399,4399,4399,4399,A6066FB1XPvAibaEXe8ydgsBCmjqAwCLOP/9AoDk,0,31.0,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2013.0
4400,4400,4400,4400,54BE00A9XPvAibaEXe/zHDidEgqCTolKoAHgTiP9,0,25.5,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2013.0
4401,4401,4401,4401,85100785XPvAibaEXe9FiaSoce50DO/IaKolpO0O,0,27.5,39,37.0,THPT Nguyễn Văn Linh,Phú Yên,Khu vực 2,2013.0
4402,4402,4402,4402,A02D332EXPvAibaEXe+suUpvSAu/o2iMqKmL5uY5,0,23.5,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2013.0
4403,4403,4403,4403,E4C82E05XPvAibaEXe+Z7KfNHYLttH352mo+OIk+,0,27.0,39,13.0,THPT Phan Chu Trinh,Phú Yên,Khu vực 1,2013.0
4404,4404,4404,4404,920C35D4XPvAibaEXe9/su+qLcYDMuUFi2r5AeYR,0,30.0,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2013.0
4405,4405,4405,4405,578A7225XPvAibaEXe8hvnm4ihleLUtcWtYNAOFi,0,29.5,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2013.0
4406,4406,4406,4406,D0FE4969XPvAibaEXe/yXiKgsgy0slCmJ5EKt6Ki,0,25.0,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2013.0
4407,4407,4407,4407,2228C44BXPvAibaEXe+vL6q6thZ0NpZHB2a6uthQ,0,33.5,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2013.0
4408,4408,4408,4408,6668D44AXPvAibaEXe99GOtI/HwJhanR/t567SdC,0,24.0,39,17.0,THPT Nguyễn Trãi,Phú Yên,Khu vực 2,2013.0
4409,4409,4409,4409,0AEC516DXPvAibaEXe+PhKfQb0+XJ16iun5xSwp1,0,28.5,39,8.0,THPT Lê Hồng Phong,Phú Yên,Khu vực 2 NT,2013.0
4410,4410,4410,4410,954668C3XPvAibaEXe9MLbI3cCq2BJdrrPOjifym,0,25.5,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2013.0
4411,4411,4411,4411,4135C463XPvAibaEXe9MLbI3cCq2BKLIIExgCBvG,0,25.0,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2013.0
4412,4412,4412,4412,C34CF498XPvAibaEXe/V2dF0qjs8bbDxE9T+yGjr,0,30.0,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2013.0
4413,4413,4413,4413,F195E5E6XPvAibaEXe9M021iVaAwIH1lH9to4XgR,0,27.5,39,13.0,THPT Phan Chu Trinh,Phú Yên,Khu vực 1,2013.0
4414,4414,4414,4414,C5AB8E67XPvAibaEXe+5f3nhbX2eh0F3gDayami1,0,31.5,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2013.0
4415,4415,4415,4415,B71C8732XPvAibaEXe/6muSCAeQUC8ENy+rYAiDQ,0,26.5,39,8.0,THPT Lê Hồng Phong,Phú Yên,Khu vực 2 NT,2013.0
4416,4416,4416,4416,77AF8F32XPvAibaEXe8k9aD0YXzUPoj2oI/UFM4b,0,27.5,39,2.0,THPT Trần Quốc Tuấn,Phú Yên,Khu vực 2 NT,2013.0
4417,4417,4417,4417,CDC705C7XPvAibaEXe+6DwsvcvouVRtexNbBIUn0,0,22.5,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2016.0
4418,4418,4418,4418,BC23DA17XPvAibaEXe+GHNK19bpqCyPAUx4pm9RJ,0,22.0,39,21.0,THPT Nguyễn Thị Minh Khai,Phú Yên,Khu vực 2 NT,2016.0
4419,4419,4419,4419,44597D66XPvAibaEXe8iGDMJikW1wus8qKUjJv0B,0,25.0,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2016.0
4420,4420,4420,4420,DF7B8119XPvAibaEXe8TCemjJxtx9JubcbXfwQ4Z,0,21.25,39,14.0,THPT Lê Lợi,Phú Yên,Khu vực 1,2016.0
4421,4421,4421,4421,CAD81BE8XPvAibaEXe9A3Yjgh4iPfvMtO3lWOIXX,0,22.5,39,12.0,THPT Phan Đình Phùng,Phú Yên,Khu vực 2,2016.0
4422,4422,4422,4422,FC9BFC2CXPvAibaEXe8VnqU11737Hty9eG6AiTWr,0,24.25,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2016.0
4423,4423,4423,4423,E00AA33AXPvAibaEXe8dBqMaN7rGhkCtEeGzOxti,0,23.5,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2016.0
4424,4424,4424,4424,AAB06320XPvAibaEXe9G2n4phUxISOOxbxEpyUmx,0,21.75,39,42.0,THCS và THPT Chu Văn An,Phú Yên,Khu vực 1,2016.0
4425,4425,4425,4425,F0291E22XPvAibaEXe8o0Tnwwz3u31MPoj5STmqZ,0,22.75,39,42.0,THCS và THPT Chu Văn An,Phú Yên,Khu vực 1,2016.0
4426,4426,4426,4426,5CAF9119XPvAibaEXe/v5x/h23myCUblzOUm2Q4v,0,22.25,39,3.0,PT Dân tộc nội trú tỉnh,Phú Yên,Khu vực 1,2016.0
4427,4427,4427,4427,BA807AC9XPvAibaEXe/A1zCqCr2ya1Ex/bXF1ZFT,0,22.5,39,42.0,THCS và THPT Chu Văn An,Phú Yên,Khu vực 1,2016.0
4428,4428,4428,4428,C02CD79DXPvAibaEXe88L+jeN4TPm6P/mnOmPlrO,0,21.75,39,42.0,THCS và THPT Chu Văn An,Phú Yên,Khu vực 1,2016.0
4429,4429,4429,4429,DA16B17CXPvAibaEXe/odi52as1TQ6r3rl+RnLh7,0,25.75,39,37.0,THPT Nguyễn Văn Linh,Phú Yên,Khu vực 2,2016.0
4430,4430,4430,4430,FC641DE7XPvAibaEXe86ShnmDByrm9beRkWh1xfB,0,23.0,39,8.0,THPT Lê Hồng Phong,Phú Yên,Khu vực 2 NT,2016.0
4431,4431,4431,4431,28F6E5E2XPvAibaEXe8UBGVVSBKSkgHdFRn4cEDg,0,23.5,39,42.0,THCS và THPT Chu Văn An,Phú Yên,Khu vực 1,2016.0
4432,4432,4432,4432,26BA2C03XPvAibaEXe+Y0lGmaTa/AO+2ehaTjeTz,0,24.5,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2016.0
4433,4433,4433,4433,902895CAXPvAibaEXe9Hp2TeoSwCGUc05NETHA4y,0,21.25,39,27.0,THPT Nguyễn Thái Bình,Phú Yên,Khu vực 1,2016.0
4434,4434,4434,4434,E0087006XPvAibaEXe88G96lR9q/HYHUut2bbQj2,0,19.0,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2016.0
4435,4435,4435,4435,CDCA87CCXPvAibaEXe/aqMXYDLKHR8zD3iWyQSsf,0,19.75,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2016.0
4436,4436,4436,4436,789C02AAXPvAibaEXe+/1KYXP+fweK/y54Tvf704,0,21.5,39,8.0,THPT Lê Hồng Phong,Phú Yên,Khu vực 2 NT,2016.0
4437,4437,4437,4437,E5B72901XPvAibaEXe/04IiIK7okBVX65TwUbxSQ,0,20.75,39,4.0,Phổ thông Duy Tân,Phú Yên,Khu vực 2,2016.0
4438,4438,4438,4438,D77BA55CXPvAibaEXe97wmuqTYuV7ZzXGRkYG5x/,0,22.75,39,8.0,THPT Lê Hồng Phong,Phú Yên,Khu vực 2 NT,2016.0
4439,4439,4439,4439,383910F9XPvAibaEXe+7yjglV2dMp44sgNgpkvEP,0,25.5,39,42.0,THCS và THPT Chu Văn An,Phú Yên,Khu vực 1,2017.0
4440,4440,4440,4440,89E56E60XPvAibaEXe/V92w6Vxv2r0SOzpUAZF67,0,24.75,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2017.0
4441,4441,4441,4441,E8E4ADB2XPvAibaEXe/AdnwkoyhfDsgpoaEF+gFF,0,25.5,39,14.0,THPT Lê Lợi,Phú Yên,Khu vực 1,2017.0
4442,4442,4442,4442,0188BAD2XPvAibaEXe/AdnwkoyhfDtYg0Faie5sR,0,20.25,39,25.0,THCS và THPT Võ Thị Sáu,Phú Yên,Khu vực 1,2017.0
4443,4443,4443,4443,671D09FAXPvAibaEXe8IGiiWauHvTHz2ZSMV7PKN,0,24.5,39,12.0,THPT Phan Đình Phùng,Phú Yên,Khu vực 2,2017.0
4444,4444,4444,4444,A324FFF5XPvAibaEXe/GEP39G15BdTMUzs3saN4K,0,22.5,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2017.0
4445,4445,4445,4445,FA596B82XPvAibaEXe8ElCvsRaR7d+NmhBfMVE3P,0,24.5,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2017.0
4446,4446,4446,4446,CBC11CCAXPvAibaEXe9zES3Ot4N4SHsdTF3r7jFx,0,25.0,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2017.0
4447,4447,4447,4447,E13A60B7XPvAibaEXe/iGey/Hml5uk2wHHYz1nCy,0,25.75,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2017.0
4448,4448,4448,4448,7F926D52XPvAibaEXe+A3Tjfwxprojp89WZoXXiu,0,22.5,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2017.0
4449,4449,4449,4449,CA6C7872XPvAibaEXe/baq/wvVlH/rxDMQPyZz1D,0,26.0,39,12.0,THPT Phan Đình Phùng,Phú Yên,Khu vực 2,2017.0
4450,4450,4450,4450,3B5A2570XPvAibaEXe+fBpTg8OXouiUqUrsrrpm4,0,26.5,39,13.0,THPT Phan Chu Trinh,Phú Yên,Khu vực 1,2017.0
4451,4451,4451,4451,6EBC70D7XPvAibaEXe9FRFgWLD9noXZbyFyA6Y58,0,29.0,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2017.0
4452,4452,4452,4452,461FA254XPvAibaEXe/Ae0QceO7lRFWt/YI6iQw1,0,20.75,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2017.0
4453,4453,4453,4453,31A43CCEXPvAibaEXe+9uXUaDIzyiCbIDnHZK9MV,0,27.5,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2017.0
4454,4454,4454,4454,D83EFD4FXPvAibaEXe9+3TdUbRXdLYgbcoIsFK3z,0,25.25,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2017.0
4455,4455,4455,4455,89D783AAXPvAibaEXe/3wuT/psvviWmivpbj6tp5,0,23.75,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2017.0
4456,4456,4456,4456,65F484B6XPvAibaEXe/3wuT/psvviciTyE0+Jfq5,0,22.5,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2017.0
4457,4457,4457,4457,274FB275XPvAibaEXe+ItThaeWSaTjA1i5TggkW2,0,26.0,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2017.0
4458,4458,4458,4458,B34A7723XPvAibaEXe92Umf5pb/ttlJTXh8eJRJk,5,25.13,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4459,4459,4459,4459,1C26DB5BXPvAibaEXe9puzAyruoCKen7yYzlAqUe,5,25.07,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4460,4460,4460,4460,A74DBA04XPvAibaEXe+LOVcofflPOq3iOHPPSI9K,5,26.4,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4461,4461,4461,4461,EDF309ECXPvAibaEXe/a4DMmDlc8UNJ4wQAHL8Ox,5,24.83,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4462,4462,4462,4462,B65CE2C1XPvAibaEXe9Notw1bhKSwsVGF2evh4c9,5,26.67,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4463,4463,4463,4463,A98F5E60XPvAibaEXe+MmAntcCanjPq3CSgxyfJZ,5,24.7,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4464,4464,4464,4464,B63533ADXPvAibaEXe9U/AuCAN8zZwWnu+1ZOSWa,5,25.97,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4465,4465,4465,4465,073CCB16XPvAibaEXe+Fy1phPq2H8pTMzaqE19dh,6,710.0,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2018.0
4466,4466,4466,4466,4AAA8829XPvAibaEXe+1n9LzrMgTl9SWFIPenI35,6,728.0,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4467,4467,4467,4467,17199AB2XPvAibaEXe84OR/xkBCpMVT0RTX/hirN,6,900.0,39,7.0,THPT Ngô Gia Tự,Phú Yên,Khu vực 2,2018.0
4468,4468,4468,4468,5C94FC45XPvAibaEXe8E6yzSPpyFOZMPnl0veW6e,0,22.0,39,7.0,THPT Ngô Gia Tự,Phú Yên,Khu vực 2,2018.0
4469,4469,4469,4469,C55CAD90XPvAibaEXe8QSVVyFBgPn3VNC2CosqLE,0,20.55,39,2.0,THPT Trần Quốc Tuấn,Phú Yên,Khu vực 2 NT,2018.0
4470,4470,4470,4470,3D566640XPvAibaEXe+HozZBb+7rZ990ZqjSt5C3,0,19.3,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2018.0
4471,4471,4471,4471,EB772A32XPvAibaEXe/zT99h3DDtvTNj1HxeDAs3,0,23.1,39,13.0,THPT Phan Chu Trinh,Phú Yên,Khu vực 1,2018.0
4472,4472,4472,4472,23284746XPvAibaEXe+Hl3bsG7JYGhauxgITF0XA,0,22.35,39,2.0,THPT Trần Quốc Tuấn,Phú Yên,Khu vực 2 NT,2018.0
4473,4473,4473,4473,933571C7XPvAibaEXe8nuCevWXzMu0ArWAnhDGG6,0,20.65,39,2.0,THPT Trần Quốc Tuấn,Phú Yên,Khu vực 2 NT,2018.0
4474,4474,4474,4474,26584974XPvAibaEXe9e953jV3NnLq2zHCHmbJ4X,0,20.35,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4475,4475,4475,4475,CFABE232XPvAibaEXe8AK9BJf0PqfElFd11dNpJt,0,21.4,39,9.0,THPT Phạm Văn Đồng,Phú Yên,Khu vực 2 NT,2018.0
4476,4476,4476,4476,37015C21XPvAibaEXe9KDPR79yT+xLzKKkL+M0JE,0,21.4,39,27.0,THPT Nguyễn Thái Bình,Phú Yên,Khu vực 1,2018.0
4477,4477,4477,4477,AA0D4C7AXPvAibaEXe/EKiY6F5FD8MzoUuRQ2m2D,0,18.0,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2018.0
4478,4478,4478,4478,744A0E82XPvAibaEXe/EKiY6F5FD8GnPx1u67cCh,0,20.75,39,13.0,THPT Phan Chu Trinh,Phú Yên,Khu vực 1,2018.0
4479,4479,4479,4479,0653BDF3XPvAibaEXe9YgNnR0JxPhVp7ceoQS10H,0,20.2,39,42.0,THCS và THPT Chu Văn An,Phú Yên,Khu vực 1,2018.0
4480,4480,4480,4480,53056189XPvAibaEXe/GYDluKvKBtUxBCSZWf8lj,0,20.65,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2018.0
4481,4481,4481,4481,8CA1B827XPvAibaEXe8XtTI6VHhlKJihw7MyS83P,0,20.15,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2018.0
4482,4482,4482,4482,5E0F86C4XPvAibaEXe+v5SvySgrZwEtuDDyUrTky,0,21.55,39,8.0,THPT Lê Hồng Phong,Phú Yên,Khu vực 2 NT,2018.0
4483,4483,4483,4483,65BB2CF2XPvAibaEXe9Wonradwt/oZaAQR1IHQmm,0,20.9,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2018.0
4484,4484,4484,4484,8A33AB6BXPvAibaEXe9kEUKWGqhXVMu7FXg586tf,0,17.95,39,17.0,THPT Nguyễn Trãi,Phú Yên,Khu vực 2,2018.0
4485,4485,4485,4485,25A3A13DXPvAibaEXe+l4bzn3GsI76xP72wn8kUg,0,20.1,39,13.0,THPT Phan Chu Trinh,Phú Yên,Khu vực 1,2018.0
4486,4486,4486,4486,43570CC4XPvAibaEXe+O+EbU9awW5l2bq2q6YQOW,0,21.0,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2018.0
4487,4487,4487,4487,2950ABFDXPvAibaEXe/QLz2rC0qlTNuK706z0bjb,0,21.65,39,41.0,THCS và THPT Nguyễn Viết Xuân,Phú Yên,Khu vực 2 NT,2018.0
4488,4488,4488,4488,BCFEE2B5XPvAibaEXe/LIv6QeHs+ZUPKzazcLtBC,0,22.5,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2018.0
4489,4489,4489,4489,95BACEDBXPvAibaEXe/LIv6QeHs+ZT+kM+rP9YrY,0,20.1,39,13.0,THPT Phan Chu Trinh,Phú Yên,Khu vực 1,2018.0
4490,4490,4490,4490,51F36E60XPvAibaEXe8eBN4YWA8YU6VItTEUAOo1,0,21.75,39,2.0,THPT Trần Quốc Tuấn,Phú Yên,Khu vực 2 NT,2018.0
4491,4491,4491,4491,010EBFE8XPvAibaEXe/fptT4PBq8NAZhCnWkwVzN,0,24.35,39,46.0,THCS và THPT Võ Nguyên Giáp (Từ 01/01/2020),Phú Yên,Khu vực 1,2018.0
4492,4492,4492,4492,203BE795XPvAibaEXe/fptT4PBq8NBfqHwIe6xCf,0,21.7,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2018.0
4493,4493,4493,4493,956A114AXPvAibaEXe87cFnqlCoR2QxcH5eQUchG,0,20.35,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2018.0
4494,4494,4494,4494,7C628A63XPvAibaEXe8qwxsYP7Gy4UpvzhUSOqqI,0,19.55,39,14.0,THPT Lê Lợi,Phú Yên,Khu vực 1,2018.0
4495,4495,4495,4495,48AE790BXPvAibaEXe9qltw0mIqvIWbCw25IVJHe,0,22.6,39,10.0,THPT Lê Thành Phương,Phú Yên,Khu vực 2 NT,2018.0
4496,4496,4496,4496,9BAB2C1AXPvAibaEXe9d4LQb7PSjpqfgxJIE10wj,5,25.9,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4497,4497,4497,4497,E54C90A5XPvAibaEXe+1xn1m12iBvtBuBV+Sm//y,5,25.8,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4498,4498,4498,4498,BD95E2AEXPvAibaEXe9urngX21O5XQN40SICgXmA,5,25.8,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4499,4499,4499,4499,57CF43A4XPvAibaEXe96mG7+vayRPhtHtETRI+po,5,25.7,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4500,4500,4500,4500,1A50F4FEXPvAibaEXe8uDPDBBTbYrCmcAvdq0oUX,5,25.3,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4501,4501,4501,4501,F546660AXPvAibaEXe8xcSmc61U16Kjc+usnct+1,6,957.0,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2019.0
4502,4502,4502,4502,B72FC904XPvAibaEXe+oM1KMvbbnDO/T+VJFcoqm,6,892.0,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4503,4503,4503,4503,5C485353XPvAibaEXe9PaZSVcf3Bgk0eMie1eEZg,6,909.0,39,8.0,THPT Lê Hồng Phong,Phú Yên,Khu vực 2 NT,2019.0
4504,4504,4504,4504,C7A4A791XPvAibaEXe/A9ztpERERkGGLSnPmWxXS,6,911.0,39,14.0,THPT Lê Lợi,Phú Yên,Khu vực 1,2019.0
4505,4505,4505,4505,38788760XPvAibaEXe/RBAYWwu4rYK0CVEMKU8Zt,6,863.0,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2019.0
4506,4506,4506,4506,3B6B9369XPvAibaEXe/V9YbHV7fRP2pWxn4crFhM,6,813.0,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2019.0
4507,4507,4507,4507,4A969EBEXPvAibaEXe828ep1J4avvH0f0QGp8tSH,6,977.0,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4508,4508,4508,4508,47E99CC1XPvAibaEXe+TeG6SYeFDjNytdOY4AFGA,6,927.0,39,13.0,THPT Phan Chu Trinh,Phú Yên,Khu vực 1,2019.0
4509,4509,4509,4509,2F0B4D9BXPvAibaEXe/W1ZBpbjj8QQpgF1pePiq0,0,21.4,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2019.0
4510,4510,4510,4510,30ED4219XPvAibaEXe9yiXPLSHgqUbc7kxjU1QiU,0,22.95,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2019.0
4511,4511,4511,4511,023C593EXPvAibaEXe9FHRfjQvHQkczLW3d0xRtJ,0,22.55,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2019.0
4512,4512,4512,4512,82F2024BXPvAibaEXe+JOtnwEvC97pZRbXCmauVx,0,23.8,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4513,4513,4513,4513,8F52CAFDXPvAibaEXe++B0JyCbXA1LGp2pqgxqIc,0,23.9,39,2.0,THPT Trần Quốc Tuấn,Phú Yên,Khu vực 2 NT,2019.0
4514,4514,4514,4514,81E29EEDXPvAibaEXe9mu9ZmuYOdkk5LhyySNFnF,0,21.3,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2019.0
4515,4515,4515,4515,3BFCC817XPvAibaEXe/bcCn8ANC28DzGxTZ8VUFa,0,21.85,39,15.0,THPT Phan Bội Châu,Phú Yên,Khu vực 1,2019.0
4516,4516,4516,4516,6188622DXPvAibaEXe+3IeSFe/CqDDa2JQWaBS3j,0,24.65,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2019.0
4517,4517,4517,4517,80FA0ECEXPvAibaEXe/KP8Z+xE/sY+uEu3Ciph7N,0,25.1,39,27.0,THPT Nguyễn Thái Bình,Phú Yên,Khu vực 1,2019.0
4518,4518,4518,4518,85920946XPvAibaEXe/6es9ZTmhAJWULVfgdHLzy,0,24.05,39,46.0,THCS và THPT Võ Nguyên Giáp (Từ 01/01/2020),Phú Yên,Khu vực 1,2019.0
4519,4519,4519,4519,0F04DA5EXPvAibaEXe98rLBMbW9WWe80/0gktK2q,0,23.2,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4520,4520,4520,4520,26A675E0XPvAibaEXe9UjnPPEYi4UR3P7cSVrblX,0,24.9,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2019.0
4521,4521,4521,4521,10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,0,23.5,39,4.0,Phổ thông Duy Tân,Phú Yên,Khu vực 2,2019.0
4522,4522,4522,4522,9CB4BE25XPvAibaEXe95BgJyC1XgNXXkNOrClFn/,0,25.35,39,8.0,THPT Lê Hồng Phong,Phú Yên,Khu vực 2 NT,2019.0
4523,4523,4523,4523,1A5DD1BBXPvAibaEXe94sdmGYWWl8JWjrLjITAgk,0,24.15,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2019.0
4524,4524,4524,4524,EE78962CXPvAibaEXe8CYkXkPteanKcDp5dBUB8+,0,21.5,39,6.0,THPT Lê Trung Kiên,Phú Yên,Khu vực 2,2019.0
4525,4525,4525,4525,D7BA5D0BXPvAibaEXe+QrwS/gm46TctSGa50GzxN,0,23.1,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4526,4526,4526,4526,F6009921XPvAibaEXe9nP2x7vQNdVRElP3y/nIwA,0,18.6,39,7.0,THPT Ngô Gia Tự,Phú Yên,Khu vực 2,2019.0
4527,4527,4527,4527,9C8A98BFXPvAibaEXe+e2tIVVtPhOd/01/kUcm3X,0,23.85,39,5.0,THPT Chuyên Lương Văn Chánh,Phú Yên,Khu vực 2,2019.0
4528,4528,4528,4528,0460817DXPvAibaEXe/57ZZLpsI5pdWpukWEzeJA,0,21.85,39,1.0,THPT Nguyễn Huệ,Phú Yên,Khu vực 2,2019.0
4529,4529,4529,4529,F8E79C58XPvAibaEXe9P07hcrvmhCRobNyHYqD/N,0,23.5,40,2.0,THPT Buôn Ma Thuột,Đắk Lắk,Khu vực 1,2013.0
4530,4530,4530,4530,177E1625XPvAibaEXe+wmtNhlfgIwqLKPQJCRQi5,0,24.0,40,10.0,THPT Buôn Hồ,Đắk Lắk,Khu vực 1,2013.0
4531,4531,4531,4531,A7480F67XPvAibaEXe/lOccskaOiO75Myb5P3LDQ,0,23.5,40,19.0,THPT Ea H'leo,Đắk Lắk,Khu vực 1,2013.0
