id,mssv,listening,reading,total,mamh,ghichu
3175,25E4D9FAXPvAibaEXe/IJyK0OmpUJyuEp0m3rP8S,27.0,43.0,70.0,ENG01,
3176,C26D29CCXPvAibaEXe/IJyK0OmpUJx6H+3SYG0IA,46.0,63.0,109.0,ENG05,
3177,4116D300XPvAibaEXe/IJyK0OmpUJ+bkK+R+mD2O,34.0,36.0,70.0,ENG01,
3178,48B2DE54XPvAibaEXe/IJyK0OmpUJylukiz9M+Up,45.0,53.0,98.0,ENG04,
3179,1129A056XPvAibaEXe/IJyK0OmpUJ9ENgOx7/Lpg,47.0,53.0,100.0,ENG04,
3180,C50E8BCFXPvAibaEXe/IJyK0OmpUJ741hXVRKNfo,13.0,27.0,40.0,AVSC1,
3181,DB20DF63XPvAibaEXe/IJyK0OmpUJ5+QM5gzSTOp,28.0,42.0,70.0,ENG01,
3182,124C9BCAXPvAibaEXe8riuHWhiKRR/A/QE2oYQQD,18.0,21.0,39.0,AVSC1,
3183,4A23BFF9XPvAibaEXe8riuHWhiKRR/VfY1PuvRya,25.0,33.0,58.0,AVSC2,
3184,7E64F9F5XPvAibaEXe8riuHWhiKRR0IyjtDlKnU6,47.0,60.0,107.0,ENG05,
3185,8C6CA8A2XPvAibaEXe8riuHWhiKRR46DHR00XuHe,36.0,37.0,73.0,ENG02,
3186,7695A637XPvAibaEXe8riuHWhiKRR9QTvdliA+0B,34.0,31.0,65.0,ENG01,
3187,C0CEC6D2XPvAibaEXe8riuHWhiKRR60QK30cWpnI,32.0,46.0,78.0,ENG02,
3188,751E5CB4XPvAibaEXe84OR/xkBCpMaYt/lCJKwk8,26.0,36.0,62.0,ENG01,
3189,BA3DCFC1XPvAibaEXe84OR/xkBCpMSta22Jp4aW0,25.0,29.0,54.0,AVSC2,
3190,17199AB2XPvAibaEXe84OR/xkBCpMVT0RTX/hirN,34.0,30.0,64.0,ENG01,
3191,59D90864XPvAibaEXe84OR/xkBCpMdyO8M9H+TEw,42.0,36.0,78.0,ENG02,
3192,797B1572XPvAibaEXe84OR/xkBCpMUEO/uzAlAWl,25.0,24.0,49.0,AVSC1,
3193,64FBBAB2XPvAibaEXe84OR/xkBCpMY+R/v0ab3Px,38.0,35.0,73.0,ENG02,
3194,CD137715XPvAibaEXe84OR/xkBCpMbsUgnqATLoQ,19.0,22.0,41.0,AVSC1,
3195,87BD981FXPvAibaEXe8d+xuL7f/QxNgglGkOAI2P,24.0,30.0,54.0,AVSC2,
3196,25EBE061XPvAibaEXe8d+xuL7f/QxGPereV7Ge/h,36.0,27.0,63.0,ENG01,
3197,8C665C07XPvAibaEXe8d+xuL7f/QxKNv73y8Hqr9,35.0,50.0,85.0,ENG03,
3198,9D6BB422XPvAibaEXe8d+xuL7f/QxI6V6xPMxtSk,22.0,33.0,55.0,AVSC2,
3199,19D7C92FXPvAibaEXe8d+xuL7f/QxIZEthnTExHJ,41.0,44.0,85.0,ENG03,
3200,3FC4287DXPvAibaEXe8d+xuL7f/QxIZO68iMQPYa,46.0,55.0,101.0,ENG05,
3201,D544AA69XPvAibaEXe8d+xuL7f/QxAt4Q32aLRfb,42.0,46.0,88.0,ENG03,
3202,2B851037XPvAibaEXe8d+xuL7f/QxDCDwN0oZKPU,34.0,37.0,71.0,ENG02,
3203,87AF8791XPvAibaEXe+1n9LzrMgTlyOUFgzoZIkE,37.0,52.0,89.0,ENG03,
3204,A67C44ACXPvAibaEXe+1n9LzrMgTlyJssTDLkSPU,34.0,30.0,64.0,ENG01,
3205,85364D87XPvAibaEXe+1n9LzrMgTl2JbEW8ytz01,47.0,54.0,101.0,ENG05,
3206,4AAA8829XPvAibaEXe+1n9LzrMgTl9SWFIPenI35,24.0,34.0,58.0,AVSC2,
3207,FA3AE08EXPvAibaEXe+1n9LzrMgTl5hT3ycH1lL+,24.0,24.0,48.0,AVSC1,
3208,1A4FBCA4XPvAibaEXe+1n9LzrMgTl/tXYFhXqItW,32.0,25.0,57.0,AVSC2,
3209,05FB97EDXPvAibaEXe+1n9LzrMgTlwuXodOCiGW6,26.0,44.0,70.0,ENG01,
3210,2DD375A0XPvAibaEXe+1gerp4wWuf62KwnYHXPlz,44.0,47.0,91.0,ENG04,
3211,B45AC3E8XPvAibaEXe+1gerp4wWufyuJ6JrMsR8L,26.0,38.0,64.0,ENG01,
3212,92C52860XPvAibaEXe+1gerp4wWufw3mVt2OnAMy,20.0,31.0,51.0,AVSC2,
3213,E29D6FE0XPvAibaEXe+1gerp4wWuf5spq+wroVFk,33.0,45.0,78.0,ENG02,
3214,6AEBA477XPvAibaEXe+1gerp4wWuf/JR1aydjc9h,35.0,30.0,65.0,ENG01,
3215,259F01B0XPvAibaEXe8+xHMLxEu2JyOiJNTKI6eE,42.0,47.0,89.0,ENG03,
3216,A12A68FDXPvAibaEXe8+xHMLxEu2J4+nnpzgf5IP,42.0,51.0,93.0,ENG04,
3217,E173A150XPvAibaEXe8+xHMLxEu2J1u6EB660pNq,44.0,62.0,106.0,ENG05,
3218,9F06CAFFXPvAibaEXe8+xHMLxEu2J0ZC24KyBarj,25.0,18.0,43.0,AVSC1,
3219,21432CE6XPvAibaEXe8+xHMLxEu2J6ndKVqT0C00,32.0,31.0,63.0,ENG01,
3220,DF478263XPvAibaEXe8ZQB/g2cpypIT+P6S7iW8/,22.0,31.0,53.0,AVSC2,
3221,6FF38EA0XPvAibaEXe8ZQB/g2cpypCFDZgCBTwTg,29.0,52.0,81.0,ENG03,
3222,4E0F7503XPvAibaEXe8ZQB/g2cpypBdpoFVDQWyt,34.0,29.0,63.0,ENG01,
3223,2E57754BXPvAibaEXe8ZQB/g2cpypA35AR1mwtPQ,37.0,45.0,82.0,ENG03,
3224,FDE2D36CXPvAibaEXe8ZQB/g2cpypFECiUb9ZsQv,43.0,31.0,74.0,ENG02,
3225,844BA991XPvAibaEXe8ZQB/g2cpypMy8eFWE0KZT,29.0,32.0,61.0,ENG01,
3226,C1DE11E8XPvAibaEXe+Fy1phPq2H8vaeLQ1C9nra,46.0,52.0,98.0,ENG04,
3227,073CCB16XPvAibaEXe+Fy1phPq2H8pTMzaqE19dh,34.0,38.0,72.0,ENG02,
3228,DEBF980EXPvAibaEXe+Fy1phPq2H8lFHAP/inFR9,44.0,49.0,93.0,ENG04,
3229,FB851797XPvAibaEXe+Fy1phPq2H8mgYQ4k718Hy,45.0,55.0,100.0,ENG04,
3230,71BD22CFXPvAibaEXe+Fy1phPq2H8tiJJqRRy+Fl,37.0,35.0,72.0,ENG02,
3231,EA96D40FXPvAibaEXe+Fy1phPq2H8sLb6Y47BSEP,40.0,41.0,81.0,ENG03,
3232,896ECA94XPvAibaEXe+Fy1phPq2H8oCcO/vk2UJg,21.0,39.0,60.0,AVSC2,
3233,40B75E47XPvAibaEXe+s31jTLcsUPx4KDmNuT8j+,38.0,44.0,82.0,ENG03,
3234,1A5FC1F0XPvAibaEXe+s31jTLcsUP9ZZLextwtU2,33.0,42.0,75.0,ENG02,
3235,A32A5568XPvAibaEXe/jZh6ZxmAv+rOAQDJVtVAi,43.0,47.0,90.0,ENG03,
3236,6487494DXPvAibaEXe/jZh6ZxmAv+sj/Tce3LBpK,23.0,44.0,67.0,ENG01,
3237,A0D1C226XPvAibaEXe/jZh6ZxmAv+ugaCkDQtKGi,22.0,32.0,54.0,AVSC2,
3238,E878F35EXPvAibaEXe/jZh6ZxmAv+rFpEPsLrUE/,31.0,25.0,56.0,AVSC2,
3239,EBCB2BADXPvAibaEXe/jZh6ZxmAv+tw7VJTwJEHJ,35.0,34.0,69.0,ENG01,
3240,9EA7C278XPvAibaEXe/jZh6ZxmAv+v+IqxKNSnuJ,36.0,50.0,86.0,ENG03,
3241,6B7BA980XPvAibaEXe/4YH02BDnyTluW+P9uP/+k,48.0,47.0,95.0,ENG04,
3242,DF8C6C86XPvAibaEXe/4YH02BDnyTkN/bA8NGWU1,28.0,24.0,52.0,AVSC2,
3243,3CCF8ADCXPvAibaEXe/4YH02BDnyTkK23kPe0dKi,31.0,27.0,58.0,AVSC2,
3244,E47F36A5XPvAibaEXe/4YH02BDnyTqZsopbXWXNr,15.0,31.0,46.0,AVSC1,
3245,F386A9F3XPvAibaEXe/4YH02BDnyToyzIbRaCmEd,49.0,67.0,116.0,ENG05,
3246,10F59902XPvAibaEXe/4YH02BDnyTnRuqR2v6Q1C,39.0,36.0,75.0,ENG02,
3247,99536048XPvAibaEXe/4YH02BDnyTjEFrcrcWWz/,38.0,33.0,71.0,ENG02,
3248,C2C54F52XPvAibaEXe/4YH02BDnyTsi29ogVP3by,31.0,30.0,61.0,ENG01,
3249,A3F3F71BXPvAibaEXe+bnYbevupsw+2fD5NtFKyx,39.0,59.0,98.0,ENG04,
3250,3CB22BDCXPvAibaEXe+bnYbevupsw4yUo/ivj60I,27.0,42.0,69.0,ENG01,
3251,20ABBDADXPvAibaEXe+bnYbevupsw/JDprUELyt7,43.0,50.0,93.0,ENG04,
3252,99719263XPvAibaEXe+bnYbevupsw1GKVV4mcZT9,43.0,53.0,96.0,ENG04,
3253,410A23B9XPvAibaEXe/yTqQKv0UsdbqG5jxr91D5,32.0,34.0,66.0,ENG01,
3254,0DEECEB5XPvAibaEXe/yTqQKv0Usdd89ZSgbsVM6,28.0,42.0,70.0,ENG01,
3255,C6081954XPvAibaEXe/yTqQKv0UsdYhCouuFusJz,39.0,43.0,82.0,ENG03,
3256,0A69D9BBXPvAibaEXe/yTqQKv0UsdQB4zgad4eTm,33.0,31.0,64.0,ENG01,
3257,2D717070XPvAibaEXe/yTqQKv0UsdXLCbnhHHPTz,14.0,34.0,48.0,AVSC1,
3258,F8E08575XPvAibaEXe/yTqQKv0UsdT/O7LG1VWO1,48.0,56.0,104.0,ENG05,
3259,8F21A061XPvAibaEXe/yTqQKv0UsdVxBxc4gfPHL,24.0,24.0,48.0,AVSC1,
3260,B21F4E81XPvAibaEXe/yTqQKv0UsdXhcvZW62BGQ,39.0,42.0,81.0,ENG03,
3261,15C3C23FXPvAibaEXe/yTqQKv0UsdSFwdc3I1baY,37.0,62.0,99.0,ENG04,
3262,9D914398XPvAibaEXe91GJZByEKtSb3MmWO2PQ9b,39.0,29.0,68.0,ENG01,
3263,E9C56DA1XPvAibaEXe91GJZByEKtSRimNEV+VE9s,40.0,46.0,86.0,ENG03,
3264,6371DE66XPvAibaEXe91GJZByEKtSavXFO088Lt/,36.0,41.0,77.0,ENG02,
3265,ED054C05XPvAibaEXe91GJZByEKtSdbSdveZ6imT,48.0,53.0,101.0,ENG05,
3266,246F3C49XPvAibaEXe91GJZByEKtSWBk06YyeQ4U,48.0,59.0,107.0,ENG05,
3267,30476694XPvAibaEXe9LgoVobBD2dYnBk73Fc/08,23.0,25.0,48.0,AVSC1,
3268,CA709E76XPvAibaEXe9LgoVobBD2datZjdVa1H2B,29.0,39.0,68.0,ENG01,
3269,552C0A01XPvAibaEXe+AkyY0LvshNp5eYt+c+DPp,42.0,59.0,101.0,ENG05,
3270,D55D78AFXPvAibaEXe88EN6DQQEtSTo+TFcpOrrM,23.0,17.0,40.0,AVSC1,
3271,46389419XPvAibaEXe88EN6DQQEtSb/z5BEgfxBU,50.0,64.0,114.0,ENG05,
3272,CB8BCA7FXPvAibaEXe88EN6DQQEtSQ7yKpQCGuhQ,36.0,31.0,67.0,ENG01,
3273,C6F46501XPvAibaEXe+W0wzzSkKF2mLF4C3u0lkW,36.0,54.0,90.0,ENG03,
3274,CC9D79E5XPvAibaEXe+W0wzzSkKF2k82IcnT0+NH,29.0,36.0,65.0,ENG01,
3275,6CD8494CXPvAibaEXe+W0wzzSkKF2glxUMTDkqsz,22.0,21.0,43.0,AVSC1,
3276,49101F1DXPvAibaEXe+W0wzzSkKF2s7YHLAvT5S2,36.0,41.0,77.0,ENG02,
3277,11D78A98XPvAibaEXe8PDON+Luwt5VBOf2V3ZL2a,30.0,50.0,80.0,ENG02,
3278,76F623F0XPvAibaEXe+F47DLdH7neU1O2ZJUvrjQ,40.0,52.0,92.0,ENG04,
3279,3C2DDB97XPvAibaEXe+F47DLdH7neaLjLr8Pk2Os,19.0,21.0,40.0,AVSC1,
3280,42D88C82XPvAibaEXe+F47DLdH7neagHe7FbP3fV,29.0,27.0,56.0,AVSC2,
3281,4C1BAEF5XPvAibaEXe+F47DLdH7nebSdcKe79o9+,23.0,22.0,45.0,AVSC1,
3282,E01E77A6XPvAibaEXe+F47DLdH7neSqbdOtoqh+8,28.0,30.0,58.0,AVSC2,
3283,048FA4C0XPvAibaEXe87zPkGv/Pdbr2144f7+cX9,27.0,27.0,54.0,AVSC2,
3284,BB1053B1XPvAibaEXe87zPkGv/Pdbsur3Xj25dvi,40.0,42.0,82.0,ENG03,
3285,86FE43D4XPvAibaEXe87zPkGv/Pdbt3Q4ufmJASb,35.0,35.0,70.0,ENG01,
3286,64E673DAXPvAibaEXe87zPkGv/PdbkEEX8vUst3m,42.0,38.0,80.0,ENG02,
3287,1308511EXPvAibaEXe87zPkGv/PdbpaE6yU8ahwD,39.0,33.0,72.0,ENG02,
3288,F2C0D01EXPvAibaEXe87zPkGv/PdblLnRljWKqTv,45.0,56.0,101.0,ENG05,
3289,B63533ADXPvAibaEXe9U/AuCAN8zZwWnu+1ZOSWa,44.0,55.0,99.0,ENG04,
3290,D80B0ED4XPvAibaEXe9U/AuCAN8zZxI8PsSV1kbw,43.0,55.0,98.0,ENG04,
3291,9335D2DEXPvAibaEXe9U/AuCAN8zZ2/mO12qCzRs,24.0,33.0,57.0,AVSC2,
3292,4F92F1B8XPvAibaEXe9U/AuCAN8zZwjs25rk6zCN,39.0,40.0,79.0,ENG02,
3293,399DDFEAXPvAibaEXe9U/AuCAN8zZ/ZscG9vZe50,41.0,49.0,90.0,ENG03,
3294,A98F5E60XPvAibaEXe+MmAntcCanjPq3CSgxyfJZ,19.0,22.0,41.0,AVSC1,
3295,2F0C4733XPvAibaEXe+MmAntcCanjBGPcdCVOjwi,47.0,57.0,104.0,ENG05,
3296,191751CDXPvAibaEXe+MmAntcCanjCt6F1Cp0eEC,35.0,23.0,58.0,AVSC2,
3297,13938ECDXPvAibaEXe+MmAntcCanjCp+h90ZbrNL,39.0,42.0,81.0,ENG03,
3298,E8A50C92XPvAibaEXe+MmAntcCanjFHytG9GDVOw,31.0,48.0,79.0,ENG02,
3299,0862B608XPvAibaEXe9i7Lm5hcsAnxxUOt0fMFu4,29.0,30.0,59.0,AVSC2,
3300,CA4507DEXPvAibaEXe9i7Lm5hcsAnzuibwt5a5Id,30.0,40.0,70.0,ENG01,
3301,363C25EFXPvAibaEXe9i7Lm5hcsAn/ocI7rKCyS7,22.0,31.0,53.0,AVSC2,
3302,B9EBC8FBXPvAibaEXe9i7Lm5hcsAnw/BWuFfj+yF,14.0,29.0,43.0,AVSC1,
3303,1216FD23XPvAibaEXe9i7Lm5hcsAn0w5am+Ugp5M,43.0,43.0,86.0,ENG03,
3304,254BC02AXPvAibaEXe9Notw1bhKSwvmb/dvpsFX1,38.0,40.0,78.0,ENG02,
3305,E2F71669XPvAibaEXe9Notw1bhKSwkqhPVQ+vmh2,31.0,30.0,61.0,ENG01,
3306,B65CE2C1XPvAibaEXe9Notw1bhKSwsVGF2evh4c9,25.0,29.0,54.0,AVSC2,
3307,6FCD9674XPvAibaEXe9Notw1bhKSwkACKRlIb21+,35.0,44.0,79.0,ENG02,
3308,8A3A4958XPvAibaEXe9Notw1bhKSwuFyC7YI8KCM,40.0,58.0,98.0,ENG04,
3309,FC1DE214XPvAibaEXe9Notw1bhKSwn6Ga/2HYQoq,35.0,35.0,70.0,ENG01,
3310,78D001B0XPvAibaEXe+Xbs+mKMRabTSRMoEMPzuk,32.0,41.0,73.0,ENG02,
3311,A445ECF9XPvAibaEXe+Xbs+mKMRabbMHL+G5IjWQ,29.0,38.0,67.0,ENG01,
3312,597966AFXPvAibaEXe+Xbs+mKMRabRzHYo2DoTJS,23.0,28.0,51.0,AVSC2,
3313,8F600222XPvAibaEXe+Xbs+mKMRabXIYU3IFhUBb,33.0,40.0,73.0,ENG02,
3314,A2352072XPvAibaEXe+Xbs+mKMRabT2j1xBeE7sX,44.0,49.0,93.0,ENG04,
3315,DA9E9F81XPvAibaEXe+Xbs+mKMRabaaBamOKgFJe,35.0,41.0,76.0,ENG02,
3316,8FAC9716XPvAibaEXe/a4DMmDlc8UGDCsdNvkCLG,24.0,18.0,42.0,AVSC1,
3317,56BD6434XPvAibaEXe/a4DMmDlc8UEL9For+TSgJ,35.0,49.0,84.0,ENG03,
3318,2E094578XPvAibaEXe/a4DMmDlc8UB3GbbG4Q0zX,21.0,22.0,43.0,AVSC1,
3319,1C04C883XPvAibaEXe/a4DMmDlc8UPJiOuko0ktP,22.0,21.0,43.0,AVSC1,
3320,EDF309ECXPvAibaEXe/a4DMmDlc8UNJ4wQAHL8Ox,35.0,39.0,74.0,ENG02,
3321,771FBB4DXPvAibaEXe/a4DMmDlc8UC4GnGxUuOtw,21.0,16.0,37.0,AVSC1,
3322,50CCA1F7XPvAibaEXe/a4DMmDlc8UGQKQqciphV/,26.0,37.0,63.0,ENG01,
3323,BBE70379XPvAibaEXe9p2uXWEeSl6vOGKHyFx/jN,29.0,22.0,51.0,AVSC2,
3324,11581EACXPvAibaEXe9p2uXWEeSl6iDxUIcLP8qa,21.0,25.0,46.0,AVSC1,
3325,F3329B64XPvAibaEXe9p2uXWEeSl6ugoB3kGHO9C,22.0,23.0,45.0,AVSC1,
3326,9F3A2199XPvAibaEXe9p2uXWEeSl6g+qT5CGgkj7,24.0,31.0,55.0,AVSC2,
3327,EAA332FDXPvAibaEXe9p2uXWEeSl6ocKGetWDEPh,27.0,34.0,61.0,ENG01,
3328,40288A20XPvAibaEXe9p2uXWEeSl6h1jkCzbLgM9,40.0,56.0,96.0,ENG04,
3329,0103EBB9XPvAibaEXe+LOVcofflPOp4M1bu/q8RE,45.0,53.0,98.0,ENG04,
3330,CDDDCE8BXPvAibaEXe+LOVcofflPOioTO/v1hZpn,36.0,33.0,69.0,ENG01,
3331,A74DBA04XPvAibaEXe+LOVcofflPOq3iOHPPSI9K,31.0,39.0,70.0,ENG01,
3332,F2BE62BCXPvAibaEXe+LOVcofflPOkxkCIGQyioz,44.0,48.0,92.0,ENG04,
3333,6A58FA75XPvAibaEXe+LOVcofflPOmoYdTK9mEGh,28.0,18.0,46.0,AVSC1,
3334,64E71961XPvAibaEXe9w3p4OJXtSaDM21QEwHvJa,32.0,35.0,67.0,ENG01,
3335,CA461E1BXPvAibaEXe9w3p4OJXtSaLWSb+3jvozg,35.0,34.0,69.0,ENG01,
3336,EC10B227XPvAibaEXe9w3p4OJXtSaDRBcgh4NOxe,35.0,21.0,56.0,AVSC2,
3337,1A2F347DXPvAibaEXe9w3p4OJXtSaH3pe+7nT8n+,45.0,51.0,96.0,ENG04,
3338,295D810DXPvAibaEXe9w3p4OJXtSaO3ho0joVaGm,26.0,26.0,52.0,AVSC2,
3339,D6CBA8B9XPvAibaEXe9w3p4OJXtSaL9uuW+eShrr,28.0,26.0,54.0,AVSC2,
3340,CDAE9C3BXPvAibaEXe9gPSUylTm3ESJ4xQeyyi3P,24.0,33.0,57.0,AVSC2,
3341,E983FACAXPvAibaEXe9gPSUylTm3ERA0ZVDEgm1G,19.0,21.0,40.0,AVSC1,
3342,A4B49526XPvAibaEXe9gPSUylTm3ETaYqjE6gC2l,26.0,30.0,56.0,AVSC2,
3343,AD93FC3EXPvAibaEXe9gPSUylTm3Een2CDukKkME,46.0,47.0,93.0,ENG04,
3344,55484735XPvAibaEXe9gPSUylTm3EbcTwdENbajt,32.0,32.0,64.0,ENG01,
3345,F5C4F8EBXPvAibaEXe9gPSUylTm3ERLAXI5puk0I,38.0,40.0,78.0,ENG02,
3346,48D4446FXPvAibaEXe9gPSUylTm3ET/fdrYxdjTz,26.0,24.0,50.0,AVSC2,
3347,3E1131D1XPvAibaEXe+HzQxlRR1WqlCVRKuTCn0N,31.0,32.0,63.0,ENG01,
3348,C823CE1EXPvAibaEXe+HzQxlRR1WqgSUS8Sq0yXO,42.0,50.0,92.0,ENG04,
3349,0E334238XPvAibaEXe+HzQxlRR1WqkuqdQWw/DpZ,34.0,48.0,82.0,ENG03,
3350,9F2D75ABXPvAibaEXe+HzQxlRR1WqvW0JF6iuyHG,40.0,53.0,93.0,ENG04,
3351,6BC6AB5CXPvAibaEXe+HzQxlRR1Wqkif9T6N0XEg,31.0,31.0,62.0,ENG01,
3352,18525DEDXPvAibaEXe+HzQxlRR1WqmWJsb+9TIt/,25.0,27.0,52.0,AVSC2,
3353,6C9F895BXPvAibaEXe+HzQxlRR1WqlTiMVpTfIwT,25.0,28.0,53.0,AVSC2,
3354,0869AC1AXPvAibaEXe9puzAyruoCKS8Bvkqa7arm,36.0,36.0,72.0,ENG02,
3355,FF2B9DBAXPvAibaEXe9puzAyruoCKVMfh6DmGn2b,34.0,34.0,68.0,ENG01,
3356,8B6B6B01XPvAibaEXe9puzAyruoCKY5SIobrPyeV,40.0,44.0,84.0,ENG03,
3357,EBC8B8A3XPvAibaEXe9puzAyruoCKT2ugJpFJXJJ,35.0,41.0,76.0,ENG02,
3358,ED115863XPvAibaEXe9puzAyruoCKVqmP5JLKX2e,27.0,35.0,62.0,ENG01,
3359,1C26DB5BXPvAibaEXe9puzAyruoCKen7yYzlAqUe,35.0,35.0,70.0,ENG01,
3360,32F1D5A6XPvAibaEXe9puzAyruoCKfbLKFeVYo2s,44.0,50.0,94.0,ENG04,
3361,903C6BBDXPvAibaEXe9puzAyruoCKVqw9bMN4OX4,34.0,34.0,68.0,ENG01,
3362,BE1A9ABEXPvAibaEXe92Umf5pb/ttjv+Q4aigMmx,31.0,41.0,72.0,ENG02,
3363,1FB8F707XPvAibaEXe92Umf5pb/ttrUuITocnKot,48.0,66.0,114.0,ENG05,
3364,B34A7723XPvAibaEXe92Umf5pb/ttlJTXh8eJRJk,35.0,46.0,81.0,ENG03,
3365,3CD1D0E9XPvAibaEXe92Umf5pb/tttzMixAKhFrF,21.0,25.0,46.0,AVSC1,
3366,EC0E204BXPvAibaEXe92Umf5pb/ttm+OJa0U0aSz,42.0,39.0,81.0,ENG03,
3367,731DC506XPvAibaEXe92Umf5pb/ttljHVz+dLZqN,26.0,28.0,54.0,AVSC2,
3368,2A130168XPvAibaEXe92Umf5pb/ttokcv74N9o3t,30.0,35.0,65.0,ENG01,
3369,8FE9610CXPvAibaEXe/n5tUN5i+oIeSHzF1HXYHV,28.0,29.0,57.0,AVSC2,
3370,4B9C91EEXPvAibaEXe/n5tUN5i+oISrPE8vmYFDh,46.0,59.0,105.0,ENG05,
3371,58E092F7XPvAibaEXe/YCV++RiavqOx26rcljRjy,20.0,20.0,40.0,AVSC1,
3372,C00275E6XPvAibaEXe/YCV++RiavqOErFb3GW5CH,49.0,61.0,110.0,ENG05,
3373,C3465EBFXPvAibaEXe/YCV++RiavqB8eq7xCW1uG,36.0,36.0,72.0,ENG02,
3374,004BA243XPvAibaEXe/YCV++RiavqMD2sFfZ4KOh,37.0,34.0,71.0,ENG02,
3375,BA44ED79XPvAibaEXe/YCV++RiavqMMeSK1nWETl,27.0,34.0,61.0,ENG01,
3376,7070E160XPvAibaEXe/YCV++RiavqBk5/5ukZCsV,41.0,52.0,93.0,ENG04,
3377,98831704XPvAibaEXe/YCV++RiavqK4I8w80IlV7,40.0,54.0,94.0,ENG04,
3378,A0B312FEXPvAibaEXe9tVd6vhP62hwHf3WOU6N8+,20.0,37.0,57.0,AVSC2,
3379,75211209XPvAibaEXe9tVd6vhP62hx/1o5G0gk7R,47.0,56.0,103.0,ENG05,
3380,DDFCFEE0XPvAibaEXe9tVd6vhP62h1/MJMRnX5y0,18.0,41.0,59.0,AVSC2,
3381,F0DDE2E8XPvAibaEXe9tVd6vhP62h6WlGDFtlvFt,43.0,55.0,98.0,ENG04,
3382,3C1B8FD6XPvAibaEXe9tVd6vhP62hzaHhRsdB39M,44.0,43.0,87.0,ENG03,
3383,97C8C0FFXPvAibaEXe9tVd6vhP62h6ZH9lGhIrgu,23.0,33.0,56.0,AVSC2,
3384,0CD1AC6BXPvAibaEXe9tVd6vhP62h3/dWX/lnb8D,23.0,22.0,45.0,AVSC1,
3385,2817A649XPvAibaEXe9tVd6vhP62h/qBPlmt3VOS,43.0,46.0,89.0,ENG03,
3386,E0C5ACB1XPvAibaEXe9TvOBYlD1INk4J53zB7/3s,19.0,25.0,44.0,AVSC1,
3387,516D8A44XPvAibaEXe9TvOBYlD1INuk2LQp0T6U7,42.0,43.0,85.0,ENG03,
3388,D1BD1CF3XPvAibaEXe9TvOBYlD1INpw/fOwRA5ES,45.0,44.0,89.0,ENG03,
3389,1A04F18CXPvAibaEXe9TvOBYlD1INpsgmJU+295y,27.0,34.0,61.0,ENG01,
3390,FBBD4151XPvAibaEXe9TvOBYlD1INm1G8TkUYUun,30.0,43.0,73.0,ENG02,
3391,BF7644D0XPvAibaEXe9TvOBYlD1INudm9JCY1WZy,40.0,52.0,92.0,ENG04,
3392,DA0EA4DBXPvAibaEXe8zLb/HLFGxHmDCFojsFiPO,20.0,28.0,48.0,AVSC1,
3393,AFB55145XPvAibaEXe8zLb/HLFGxHn2aSAgsz7V6,43.0,60.0,103.0,ENG05,
3394,F648358EXPvAibaEXe+NnQrnI1K9JIIcX9WCeXA+,33.0,28.0,61.0,AVSC,
3395,700B9E8AXPvAibaEXe+NnQrnI1K9JCO1veAny5aO,29.0,23.0,52.0,AVSC,
3396,1CA01D16XPvAibaEXe8t2+lY9eHsFqWT/qcTrjhI,14.0,31.0,45.0,AVSC1,
3397,E13A60B7XPvAibaEXe/iGey/Hml5uk2wHHYz1nCy,27.0,18.0,45.0,AVSC,
3398,BE50F017XPvAibaEXe/iGey/Hml5ulNWA7EfwbsB,28.0,33.0,61.0,AVSC,
3399,BECA9DD4XPvAibaEXe8Dld2HmzmH+j+OpDeXuvRQ,32.0,28.0,60.0,AVSC,
3400,A14A1B37XPvAibaEXe8ElCvsRaR7d/BWdwKDGmOQ,30.0,23.0,53.0,AVSC,
3401,DA4597F8XPvAibaEXe+7uJh0aD4oAtEza4fOV9BV,26.0,31.0,57.0,AVSC,
3402,F938F519XPvAibaEXe8zDsaHJ0+9radHa8xy7Obe,26.0,17.0,43.0,AVSC,
3403,1EA57FE2XPvAibaEXe8KuJNEATWS84Upb9tIcBqb,28.0,27.0,55.0,AVSC,
3404,049B1D99XPvAibaEXe+7yjglV2dMp28RxoCMvatp,21.0,27.0,48.0,AVSC,
3405,3CA34866XPvAibaEXe9pXJcjrAt8Xg1j3jOTybtN,27.0,21.0,48.0,AVSC,
3406,D1798717XPvAibaEXe/QWjvABg0+vSlIbzlE3m0j,38.0,40.0,78.0,ENG02,
3407,FDDBDF52XPvAibaEXe+5AEinM7he3h6+DAfh7V1R,27.0,23.0,50.0,AVSC2,
3408,D8E39F03XPvAibaEXe88G96lR9q/HT9qRGKkXQxj,26.0,17.0,43.0,AVSC1,
3409,D2EB1EB6XPvAibaEXe9Hp2TeoSwCGebpfL629QyM,25.0,27.0,52.0,AVSC2,
3410,F8B7B670XPvAibaEXe904Wq1lYkfi68eFFkYR0b3,27.0,27.0,54.0,AVSC2,
3411,FB9D4C87XPvAibaEXe9W7fV/x7qyQPlsuf/c/sw3,35.0,41.0,76.0,AVSC,
3412,F464001FXPvAibaEXe92CdOgj+Qa/efjKFTKMTZe,27.0,24.0,51.0,AVSC,
3413,8DF80DC7XPvAibaEXe+GHNK19bpqC2HzcxrGb6J1,27.0,27.0,54.0,AVSC,
3415,6BF47AC8XPvAibaEXe+BUGeEgVnB4JyRonENPufx,32.0,29.0,61.0,ENG01,
